outcome,year,estimate,se,ci_lo,ci_hi,t_val,p_val,level
ln_hpi,1996,0.04530329349667033,0.00798096265744448,0.029660606688079152,0.06094598030526151,5.676419680326701,3.0895658447554693e-6,Tract
ln_hpi,1997,0.011595380770086643,0.019543168168209335,-0.026709228839603652,0.04989999037977694,0.5933214446237395,0.5572705362266016,Tract
ln_hpi,1998,0,0,0,0,NA,NA,Tract
ln_hpi,1999,0.008234999834630644,0.029861824668010815,-0.05029417651467055,0.06676417618393184,0.275770148883511,0.7845546456844816,Tract
ln_hpi,2000,-0.015083903220719275,0.009934112498059916,-0.03455476371691671,0.0043869572754781615,-1.518394645084308,0.13904859334988012,Tract
ln_hpi,2001,-0.04853896701733011,0.023831742753259312,-0.09524918281371836,-0.0018287512209418585,-2.036735941633633,0.050293963934212545,Tract
ln_hpi,2002,-0.00786410229796014,0.009089006382108923,-0.025678554806893628,0.009950350210973347,-0.8652323441471094,0.39355794608399675,Tract
ln_hpi,2003,-0.02958907997639561,0.020471252456055997,-0.06971273479026537,0.01053457483747414,-1.445396662461768,0.15838060915923927,Tract
ln_hpi,2004,-0.009265566935094234,0.01912389562525168,-0.046748402360587527,0.02821726849039906,-0.4845020657224119,0.6314353786475855,Tract
ln_hpi,2005,-0.02369025556540303,0.015178468531368646,-0.05344005388688558,0.006059542756079516,-1.5607803591280283,0.12872761063416674,Tract
ln_hpi,2006,0.02491345408828608,0.016735136094550917,-0.007887412657033716,0.05771432083360588,1.4886914541673841,0.1466721679376243,Tract
ln_hpi,2007,0.026799985579781773,0.014862961816511372,-0.0023314195805805155,0.05593139074014406,1.8031389645373022,0.0810949354334715,Tract
ln_hpi,2008,0.02248728378016815,0.016191335494837065,-0.009247733789712498,0.054222301350048796,1.3888467561763929,0.17477746572906744,Tract
ln_hpi,2009,0.055877098846078964,0.01434386313073916,0.027763127109830213,0.08399107058232771,3.8955404368250925,4.879524920310637e-4,Tract
ln_hpi,2010,0.05186820703449004,0.022331326561922958,0.008098806973121042,0.09563760709585904,2.3226657355380884,0.026933184945225282,Tract
ln_hpi,2011,0.01522041357957309,0.02702562233088205,-0.03774980618895572,0.06819063334810191,0.5631845732625663,0.5773603511837981,Tract
ln_hpi,2012,-0.013492435630345762,0.021293017229533345,-0.05522674940023112,0.02824187813953959,-0.6336554131760997,0.5309535690066354,Tract
ln_hpi,2013,0.07104173489220442,0.016768736222940006,0.03817501189524201,0.10390845788916683,4.236558673695263,1.8850517352601466e-4,Tract
ln_hpi,2014,-0.011686746545974912,0.023410905034560985,-0.05757212041371444,0.034198627321764624,-0.4992009718856249,0.621162208774122,Tract
ln_hpi,2015,0.02500776490494024,0.043449555439338323,-0.060153363756162884,0.11016889356604335,0.5755585909240104,0.5690683753054635,Tract
ln_hpi,2016,0.0054413824277420465,0.023671829272542893,-0.040955402946442024,0.05183816780192611,0.2298674244855906,0.8197048439134803,Tract
ln_hpi,2017,-0.006837430307126178,0.08037212153223458,-0.16436678851030598,0.1506919278960536,-0.08507216403866996,0.9327510773744534,Tract
ln_hpi,2018,0.09073741719067152,0.01718713639252571,0.05705062986132113,0.12442420452002191,5.279379596366684,9.63909206233804e-6,Tract
ln_hpi,2019,0.08732832084712597,0.05088277798071806,-0.01240192399508143,0.18705856568933338,1.716264801426897,0.09609234753503622,Tract
ln_hpi,2020,0.04938793840751337,0.042531508012119655,-0.03397381729624115,0.13274969411126789,1.1612082598491436,0.2544209030855409,Tract
ln_hpi,2021,-0.018125450675298,0.08725565754179351,-0.18914653945721327,0.15289563810661727,-0.2077280853292099,0.8367999521477666,Tract
ln_hpi,2022,0.014534516556519644,0.06499989766185557,-0.11286528286071727,0.14193431597375655,0.22360829907966231,0.824529175330149,Tract
ln_hpi,2023,-0.004756348642803553,0.023349610023714617,-0.0505215842892842,0.041008887003677094,-0.20370141676768272,0.8399181564636078,Tract
ln_hpi,2024,0.02542710368052255,0.03786904480734932,-0.048796224141882116,0.09965043150292721,0.6714482451267919,0.5069080652838186,Tract
